Break In Period,Car Age Inception,Claim Freq,Claim loss_reported_period,Claim occ_cycle,Manufacturer,RTO City,Policy Type,Marital Status,OCCUPATION,CITY,Facility Name,Ageny Num,Surveyor,Type Of Payment,Geography,IDV Value,Claim Element,Claim Created Date,Claim Status
1,3,5,16,79,Young and Sons,New Jamesfurt, Our own renewals,NOT KNOWN,Production manager,Riceborough,Barker PLC,89352766,Andrew Wilcox,CASHLESS,East Thomas,642774,PARTIAL LOSS,1/11/2019 23:45,Accepted
7,0,2,40,29,"Smith, Doyle and Watts",West Bonnie, NCB Transfer,NOT KNOWN,Clinical molecular geneticist,Smithmouth,Sawyer-Edwards,18262721,Jeremy Page,CASHLESS,Laurenmouth,560025, OWNER DRIVER:DEATH,11/18/2018 6:20, Rejected
2,9,2,70,92,Wheeler-Bentley,Pachecochester, Our own renewals,NOT KNOWN,Politician's assistant,North Jennifer,Wright-Butler,37026232,Amy Price,CASHLESS,Lake Michael,139246, OWNER DRIVER:DEATH,12/6/2018 5:47,Accepted
4,1,9,98,86,Martin Ltd,East Dana, New vehicle without NCB,NOT KNOWN,Dietitian,Perezberg,"Love, Richardson and Bentley",12192623,Catherine Cook,CASHLESS,Lake Jamesstad,295137,PARTIAL LOSS,2/16/2019 20:28, Rejected
6,1,1,11,28,Hardin and Sons,North Patrick, NCB Transfer,NOT KNOWN,Plant breeder/geneticist,South Donnafurt,"Dawson, Howard and Hall",28529590,Scott Meyer,CASHLESS,Kerriborough,468582,PARTIAL LOSS,12/7/2018 21:17, Rejected
3,1,4,79,41,"Norris, Schmidt and Gomez",Stewartton, Our own renewals,NOT KNOWN,Chartered accountant,Wigginshaven,Smith-Clark,75296116,James Barker,CASHLESS,North John,468582, OWNER DRIVER:BODY INJURY,11/19/2018 2:36, Rejected
1,0,2,63,62,Decker and Sons,North Nancytown, Our own renewals,NOT KNOWN,"Optician, dispensing",Lake Christineton,Vang-Gomez,87013690,Matthew Alexander,CASHLESS,Jeffersonfort,560025,PARTIAL LOSS,3/14/2019 15:23, Rejected
4,2,3,95,50,Stephens Inc,North Douglasshire, New vehicle without NCB,NOT KNOWN,Further education lecturer,New Brent,"Lawson, Powell and Martin",41087310,Robert Evans,CASHLESS,West Ericport,579675, NET OF SALVAGE,12/7/2018 5:29, Rejected
4,10,3,26,16,"Smith, Rodriguez and Navarro",Hollowayville, NCB Transfer,NOT KNOWN,"Surveyor, planning and development",New Kyle,Wallace Ltd,79494061,Nathan Simmons,CASHLESS,New Thomastown,138240,PARTIAL LOSS,11/16/2018 14:53, Rejected
4,1,7,29,89,"Davis, Sanders and Russo",Kennethmouth,MTHF Renewal,NOT KNOWN,Actuary,Sarahstad,Cooper-Lee,79620292,Lauren Cunningham PhD,CASHLESS,West Emily,718280, OWNER DRIVER:DEATH,2/11/2019 6:04,Accepted
2,4,3,2,66,Richards-Clark,Barbarafort, New vehicle without NCB,NOT KNOWN,Commissioning editor,Johnport,Pratt-Morris,72949340,Jamie Miranda,CASHLESS,Lake Lisahaven,326928, OWNER DRIVER:DEATH,2/2/2019 11:30,Accepted
5,2,5,88,45,Garcia-Swanson,North Sarah,MTHF Renewal,NOT KNOWN,Event organiser,Tarashire,"Ortiz, Thomas and Collins",13367345,Christopher Riley,CASHLESS,Carolynfort,261910, OWNER DRIVER:BODY INJURY,11/2/2018 13:43, Rejected
6,4,0,41,19,"Roy, Osborne and Thornton",New Johnstad, New vehicle without NCB,NOT KNOWN,"Lecturer, higher education",South Petertown,Gonzalez PLC,55040425,Tabitha Roberts,CASHLESS,Jacksonchester,543498, NET OF SALVAGE,12/1/2018 3:14, Rejected
3,8,5,62,46,Foster-Suarez,South Kristin, New vehicle without NCB,NOT KNOWN,Trade union research officer,Hillhaven,"Garza, Smith and Garcia",15834675,Jessica English,,Markhaven,100013, OWNER DRIVER:DEATH,2/8/2019 18:26, Rejected
1,5,7,52,69,Walters Group,Floydfurt, New vehicle without NCB,NOT KNOWN,Chief Strategy Officer,Taylorbury,"Schwartz, Jones and Patterson",53423088,Grace Kelly,CASHLESS,New Lacey,299950, NET OF SALVAGE,1/16/2019 9:46,Accepted
9,5,0,12,67,Garcia LLC,Port Tiffanystad, NCB Transfer,NOT KNOWN,Hotel manager,Carolynhaven,Dixon-Hooper,407376,Sharon Smith,CASHLESS,Kellyshire,410000, NET OF SALVAGE,1/18/2019 4:41,Accepted
3,5,7,22,99,"Santana, Williams and Salinas",South Josephmouth, NCB Transfer,NOT KNOWN,Town planner,Port Kimberly,Thompson and Sons,6975229,Angel Stevens,REIMBURSEMENT,Matthewfort,410000, OWNER DRIVER:DEATH,1/12/2019 6:10,Accepted
5,5,3,31,69,George-Richards,Josephfort, New vehicle without NCB,NOT KNOWN,Theatre manager,Allenton,Riley-Villa,81725776,Richard Young,,Bridgesborough,410000,PARTIAL LOSS,3/1/2019 9:53,Accepted
1,5,6,29,52,"Johnson, Ho and Patrick",Waltersborough, New vehicle without NCB,NOT KNOWN,"Engineer, maintenance",West Debramouth,Warren Group,84201933,Matthew Smith DDS,,North Jennifer,410000, OWNER DRIVER:DEATH,2/8/2019 4:19,Accepted
9,5,6,36,3,Flowers Group,Port Johnny, NCB Transfer,NOT KNOWN,"Psychologist, educational",Morrisbury,Peters Group,16051971,Melissa Collier,CASHLESS,South Kathybury,178452, NET OF SALVAGE,2/26/2019 17:41, Rejected
3,3,5,40,60,Brown Ltd,North Anna, Our own renewals,NOT KNOWN,Armed forces operational officer,Lake Randyberg,"Franklin, Bowen and Garrett",75921055,Samuel White,CASHLESS,East Daniel,613569, OWNER DRIVER:DEATH,2/1/2019 23:02,Accepted
3,2,6,46,12,Schneider Group,West Johnchester, Our own renewals,NOT KNOWN,Architectural technologist,East Zacharyhaven,Clark and Sons,53436367,Anthony Cook,CASHLESS,East Lisamouth,353723,PARTIAL LOSS,10/3/2018 23:20,Accepted
8,1,8,83,49,Sampson-Kennedy,South Lisaton, Our own renewals,NOT KNOWN,"Teacher, special educational needs",Ericshire,"Reyes, Hahn and Ward",29339401,Bobby Pierce,CASHLESS,Hayesborough,532418,PARTIAL LOSS,11/9/2018 0:28,Accepted
9,3,9,98,69,Brown-Hughes,South Deniseland, Our own renewals,NOT KNOWN,Consulting civil engineer,Ayalahaven,Saunders Ltd,33257115,Eric Cisneros,CASHLESS,New Cindy,682547,PARTIAL LOSS,10/29/2018 7:50, Rejected
2,4,7,53,68,Cohen Inc,Lake James,MTHF Renewal,NOT KNOWN,Trade mark attorney,West Dianeside,"Gallagher, Adkins and Suarez",67671773,Henry Garza,,South Todd,400000, NET OF SALVAGE,2/9/2019 9:08, Rejected
9,5,7,36,93,Chen-Huffman,Staceyville,MTHF Renewal,NOT KNOWN,Tour manager,Port Annette,Gallagher-Walker,51637453,Melanie Jones,,Scottberg,288354, OWNER DRIVER:BODY INJURY,11/28/2018 1:43,Accepted
2,6,6,77,67,Pacheco-Byrd,Angelaside, New vehicle without NCB,NOT KNOWN,Sport and exercise psychologist,New Masonmouth,"Wiggins, Cooley and Diaz",14962303,Jenna Fox,CASHLESS,Howardview,306666,PARTIAL LOSS,2/28/2019 3:54,Accepted
1,4,1,86,38,Gonzalez-Ray,Meyerland, NCB Transfer,NOT KNOWN,"Designer, television/film set",Mariaview,Jones-Irwin,22731006,Troy Kelley,CASHLESS,West Brooke,265121,PARTIAL LOSS,10/5/2018 17:32, Rejected
7,6,9,38,3,Mendoza-Hall,South Susan, NCB Transfer,NOT KNOWN,Fast food restaurant manager,North Shannon,Aguilar-Rhodes,20218526,Juan Jackson,CASHLESS,Watsonhaven,371000,PARTIAL LOSS,11/3/2018 15:25,Accepted
4,5,6,9,93,"Abbott, Hansen and Nguyen",North Julie,MTHF Renewal,NOT KNOWN,Editorial assistant,Faithmouth,"Richards, Chambers and Powers",75648489,James Bennett,CASHLESS,Rachelville,421672, OWNER DRIVER:BODY INJURY,1/31/2019 12:13,Accepted
8,5,4,66,13,"Taylor, Ramos and Hayes",Lawrenceside, New vehicle without NCB,NOT KNOWN,Chartered accountant,Fisherburgh,"Nelson, Ramirez and Turner",42597797,Gregory Oconnor,,Port Susanhaven,421672,PARTIAL LOSS,10/24/2018 2:02, Rejected
2,5,3,33,48,"Cunningham, Mcdonald and Gillespie",North Joshuastad, NCB Transfer,NOT KNOWN,Recycling officer,Michellebury,Vega and Sons,51338543,Brittany Jones,,Lake Scottton,421672, OWNER DRIVER:DEATH,2/23/2019 10:55, Rejected
1,2,4,88,55,"Mora, Morales and Lane",West Allisonview, New vehicle without NCB,NOT KNOWN,IT technical support officer,Williamsberg,Stanley and Sons,88178273,Diane Davis,CASHLESS,Port Jacobburgh,579444, NET OF SALVAGE,1/20/2019 16:19, Rejected
7,4,6,82,33,Hawkins-Cruz,Port Aprilmouth, NCB Transfer,NOT KNOWN,Estate manager/land agent,Melissaside,"Hubbard, Martin and Solomon",62319985,Bonnie Brooks,CASHLESS,East Ryan,500906,PARTIAL LOSS,2/9/2019 18:32,Accepted
0,4,5,82,64,Roberts Group,Martinchester, New vehicle without NCB,NOT KNOWN,Jewellery designer,New Davidbury,Smith Group,44150909,Diana Scott,CASHLESS,Elizabethmouth,500906, NET OF SALVAGE,2/7/2019 0:59,Accepted
0,4,3,61,63,"Wright, Ross and Perry",Lake Julieshire, New vehicle without NCB,NOT KNOWN,"Librarian, academic",Karenmouth,"Cook, Perez and Johnson",21356056,Pamela Simmons,,Port Davidtown,500906, OWNER DRIVER:DEATH,3/26/2019 8:35,Accepted
0,4,0,71,68,"Williams, Floyd and Smith",Burnsshire, NCB Transfer,NOT KNOWN,Rural practice surveyor,Hensleyshire,Norris-Smith,879697,Stephen Brown,CASHLESS,Georgeborough,298512, NET OF SALVAGE,10/19/2018 17:49, Rejected
4,3,6,7,61,Hernandez-Brown,Ryanmouth, New vehicle without NCB,NOT KNOWN,Research scientist (maths),South Sheilaberg,Martin-Bryant,50507280,Melissa Rodgers,CASHLESS,Chadfurt,376909, NET OF SALVAGE,10/31/2018 18:14,Accepted
2,3,7,96,25,Fox-Richardson,Joneston, New vehicle without NCB,NOT KNOWN,"Scientist, audiological",East Kendra,Wilson-Rivera,86969029,Sandra Jones,CASHLESS,Jeffreyland,420000, NET OF SALVAGE,1/19/2019 13:49,Accepted
3,7,2,68,28,"Smith, Burns and Porter",New Elizabethfort,MTHF Renewal,NOT KNOWN,Retail merchandiser,South Grace,Moore-Logan,68532956,Shawn Miller,CASHLESS,Heatherton,138096, OWNER DRIVER:BODY INJURY,2/5/2019 15:03,Accepted
9,8,4,40,36,Davis PLC,Lake Matthew,MTHF Renewal,NOT KNOWN,Product manager,Clarkview,Vasquez LLC,79221731,Angela Henry,CASHLESS,West Curtis,271000, NET OF SALVAGE,12/22/2018 2:49, Rejected
7,5,2,44,22,Wells Ltd,Haynesport,MTHF Renewal,NOT KNOWN,Press photographer,Kerrland,Curry LLC,46927377,Melissa Perry,CASHLESS,New Tanyaville,284716, OWNER DRIVER:BODY INJURY,10/2/2018 12:51, Rejected
2,5,8,55,15,Washington-Hull,East Moniqueland, Our own renewals,NOT KNOWN,Location manager,East Michelle,Dunn-Barnett,73176247,Kevin White,,Meltonville,284716, OWNER DRIVER:BODY INJURY,3/5/2019 12:05, Rejected
0,2,7,45,75,Pena Group,Derekchester, New vehicle without NCB,NOT KNOWN,Fish farm manager,New James,"Smith, Smith and Johnson",54221789,Stephanie Young,CASHLESS,New Timothy,505054, OWNER DRIVER:BODY INJURY,1/12/2019 7:55, Rejected
9,6,6,16,80,Young and Sons,Angelafurt,MTHF Renewal,NOT KNOWN,Product manager,Lake Alexander,Rodriguez-Lewis,99571718,Michelle Gray,,New Danaport,2252200, NET OF SALVAGE,2/8/2019 1:33,Accepted
1,0,2,70,52,"Chen, Lee and Graham",Sarahhaven,MTHF Renewal,NOT KNOWN,Landscape architect,South Allenburgh,Young LLC,39463047,Matthew Andrews,CASHLESS,Jimmymouth,845126, OWNER DRIVER:BODY INJURY,10/30/2018 14:04,Accepted
7,3,1,21,83,Gray Inc,East Heather, Our own renewals,NOT KNOWN,"Surveyor, insurance",East Johnton,Palmer PLC,94807184,Matthew Murphy,,North Brenda,496313, NET OF SALVAGE,10/25/2018 16:59,Accepted
2,8,1,40,56,Logan Group,Davidshire,MTHF Renewal,NOT KNOWN,"Geneticist, molecular",Lauraview,"Lopez, Brown and Jennings",61120377,Amber Forbes,CASHLESS,Bakerfurt,433360, OWNER DRIVER:BODY INJURY,10/6/2018 1:37,Accepted
1,1,4,37,33,"Newton, Bradshaw and Guerrero",New Johnmouth, New vehicle without NCB,NOT KNOWN,Recycling officer,Hoganstad,Chandler Group,82229847,Jacqueline Silva,CASHLESS,New Brian,708622,PARTIAL LOSS,11/3/2018 12:31, Rejected
5,1,6,57,33,Cunningham-Gates,New Williamview, New vehicle without NCB,NOT KNOWN,"Designer, blown glass/stained glass",Port Coleville,Stevenson Group,99703085,Grant Smith DDS,CASHLESS,New Shawn,787500, OWNER DRIVER:BODY INJURY,3/1/2019 15:24,Accepted
0,8,4,93,57,Dominguez-Thornton,Lynnstad, Our own renewals,NOT KNOWN,Paediatric nurse,Jordanstad,Miller-Foster,4909292,Abigail Bird,,New Davidshire,121450, NET OF SALVAGE,2/15/2019 16:13,Accepted
2,8,2,23,62,"Mejia, Anderson and Watson",South Jessicaville, Our own renewals,NOT KNOWN,Chief Strategy Officer,North Timothyland,Nunez-Thornton,37217808,Alexander Ferguson,CASHLESS,East Patriciaton,121450, OWNER DRIVER:DEATH,1/25/2019 15:59,Accepted
9,1,6,87,53,Price-Romero,South Michaelburgh, Our own renewals,NOT KNOWN,English as a foreign language teacher,Mirandamouth,Hoffman and Sons,5451027,Kristina Joseph,CASHLESS,Michaelview,318021, OWNER DRIVER:DEATH,10/30/2018 4:27, Rejected
5,10,9,42,56,"Love, Brown and Walker",North Andreafurt, NCB Transfer,NOT KNOWN,Print production planner,Lake Robertborough,Burton-Hays,82138955,Jennifer Fuller,CASHLESS,Mcgeeton,123000, OWNER DRIVER:DEATH,2/16/2019 7:39,Accepted
0,1,1,11,12,Payne-Smith,East Caitlynmouth, NCB Transfer,NOT KNOWN,Physiotherapist,Jamesstad,"Sanders, Lopez and Elliott",47963510,Jenna Schmidt,CASHLESS,West Justinburgh,343340, OWNER DRIVER:DEATH,10/20/2018 8:29, Rejected
9,6,9,83,30,"Campbell, Bennett and Thomas",Michealstad, New vehicle without NCB,NOT KNOWN,Sport and exercise psychologist,North Craigtown,Patterson-Jones,54442788,Melvin Odonnell,CASHLESS,West Angela,146639, OWNER DRIVER:BODY INJURY,3/20/2019 16:16,Accepted
1,4,7,60,28,"Klein, Baldwin and Cisneros",Scottton, New vehicle without NCB,NOT KNOWN,"Production assistant, radio",Lake Jonathanfurt,Willis-Evans,12369544,Allison Myers,CASHLESS,Kimfurt,270101,PARTIAL LOSS,3/5/2019 13:52, Rejected
3,1,6,59,13,"Armstrong, Wagner and Nunez",Port Donnaborough, Our own renewals,NOT KNOWN,"Surveyor, building",Tonyport,"Harrison, Massey and Mcbride",86894722,Charles Martinez,CASHLESS,Henryfort,618876, NET OF SALVAGE,2/6/2019 22:04,Accepted
7,1,3,29,85,"Butler, Perry and Hill",Joshuaside, New vehicle without NCB,NOT KNOWN,Orthoptist,East Michelle,Herrera Inc,57313926,Larry Medina,CASHLESS,Erikmouth,356888, OWNER DRIVER:BODY INJURY,11/26/2018 22:55, Rejected
2,1,6,26,20,Wheeler-Smith,East Larryview, NCB Transfer,NOT KNOWN,"Therapist, horticultural",Ashleeview,"Melendez, Rodriguez and Fischer",394847,Brian Miller,CASHLESS,Ryanborough,445218, NET OF SALVAGE,3/22/2019 17:56,Accepted
9,2,6,34,24,Pierce-West,New Ericastad,MTHF Renewal,NOT KNOWN,"Engineer, maintenance (IT)",Barbarachester,Ramos-Chan,4116590,Tonya Morse,CASHLESS,Gallegosbury,461639, NET OF SALVAGE,10/28/2018 22:40,Accepted
0,6,4,41,66,"Frye, Gibson and Mueller",East Joshua, NCB Transfer,NOT KNOWN,Exercise physiologist,East James,Lin-Atkins,91422418,David Wallace,CASHLESS,Jamesbury,315000, OWNER DRIVER:DEATH,10/10/2018 4:12,Accepted
1,1,5,39,28,Thomas-Collier,West Jeffreyside, New vehicle without NCB,NOT KNOWN,Structural engineer,Josephstad,"Anderson, Wilkerson and Golden",13853899,Laura Rivas,CASHLESS,Jennifertown,495779,PARTIAL LOSS,3/9/2019 5:30, Rejected
2,6,9,41,78,Porter Inc,Gilbertfort, New vehicle without NCB,NOT KNOWN,"Engineer, chemical",New Kevinville,"Guzman, Daniels and Miller",33309893,Drew Leon,CASHLESS,New Stephen,276165,PARTIAL LOSS,11/26/2018 19:51, Rejected
9,2,3,25,3,"Miller, Coffey and Burke",Joyhaven,MTHF Renewal,NOT KNOWN,Cytogeneticist,North Patrick,Gross-Carter,51990553,Michael James,CASHLESS,Melanieberg,477392, NET OF SALVAGE,10/9/2018 8:04, Rejected
0,5,4,55,44,Oneal-Johnson,North Jamesside,MTHF Renewal,NOT KNOWN,"Conservator, furniture",Kyleview,Ware-Ballard,15700005,Hannah Stewart,CASHLESS,Charlesport,328616, OWNER DRIVER:DEATH,3/11/2019 11:01, Rejected
5,1,5,98,33,Rice-Snyder,Stewarthaven,MTHF Renewal,NOT KNOWN,Set designer,Batesfurt,Raymond Group,43192659,Linda Richardson,CASHLESS,South Timothyport,550341,PARTIAL LOSS,1/10/2019 10:15,Accepted
5,1,4,59,97,"Henry, Scott and Walter",North Bobbyshire, NCB Transfer,NOT KNOWN,Environmental manager,Lake Kevin,Mendez LLC,19061095,Jennifer Santana,CASHLESS,Lucasville,278303, OWNER DRIVER:BODY INJURY,10/20/2018 18:39,Accepted
9,2,2,14,39,"Boyd, Green and Holmes",Terriburgh, New vehicle without NCB,NOT KNOWN,Web designer,Lake Scottbury,Williams Ltd,90173173,Jessica Wilson,CASHLESS,Ashleymouth,628800, OWNER DRIVER:BODY INJURY,12/15/2018 10:25, Rejected
8,2,9,48,30,Cook-Roberts,Vaughanview,MTHF Renewal,NOT KNOWN,"Producer, radio",Port Anita,Torres Inc,28689091,Sara White,CASHLESS,Yoderview,628800, NET OF SALVAGE,2/3/2019 20:00, Rejected
6,2,8,95,80,Petty-Munoz,North Thomas, Our own renewals,NOT KNOWN,Bonds trader,Kimchester,"Thomas, Hale and Houston",17539254,Jasmine Ferguson,,West Stephanie,628800, OWNER DRIVER:BODY INJURY,1/24/2019 23:13,Accepted
2,1,8,10,61,"Chan, Briggs and Smith",Barnestown, Our own renewals,NOT KNOWN,Community pharmacist,Serranotown,Powers-Bennett,34115213,Elizabeth Harrison,REIMBURSEMENT,Devinmouth,834352, OWNER DRIVER:DEATH,10/15/2018 10:05,Accepted
5,1,4,48,58,Mason LLC,Lake Jenniferchester, Our own renewals,NOT KNOWN,"Administrator, sports",Lake Andrewhaven,"Kelley, Robinson and Fisher",3798800,Kimberly Martinez,CASHLESS,Codyhaven,652600, OWNER DRIVER:DEATH,11/17/2018 9:50, Rejected
8,4,5,9,2,"Young, Ayala and Warren",Lake Michele, New vehicle without NCB,NOT KNOWN,"Administrator, arts",West Jesushaven,Walker Inc,77923879,Melissa Sweeney,CASHLESS,North Sherriland,379610, OWNER DRIVER:DEATH,1/18/2019 7:29, Rejected
0,4,3,13,82,"Ramirez, Diaz and Reed",East Shelby,MTHF Renewal,NOT KNOWN,Chief Operating Officer,Brownview,Harvey-Wilkinson,65772201,Shelley Cordova,,Emmaville,166940,PARTIAL LOSS,10/7/2018 19:52, Rejected
7,3,5,92,61,Rowe Ltd,West Amy,MTHF Renewal,NOT KNOWN,Armed forces operational officer,East Jennifer,Garcia-Boyd,15332338,Jasmine Nguyen,CASHLESS,Kimberlytown,694591,PARTIAL LOSS,10/15/2018 3:58, Rejected
6,1,6,69,32,"Armstrong, Howard and Gilbert",South William,MTHF Renewal,NOT KNOWN,"Production assistant, television",West Markmouth,Howell PLC,18644826,Jacob Hall,CASHLESS,West Nicholasside,594848, NET OF SALVAGE,1/31/2019 1:08,Accepted
1,1,1,32,45,Sweeney Group,Brucefort, Our own renewals,NOT KNOWN,Television/film/video producer,Tonyaberg,Choi-Pruitt,7220274,Bailey Hall,CASHLESS,West Kathy,452186, OWNER DRIVER:DEATH,12/25/2018 18:40, Rejected
3,3,5,31,56,Hawkins and Sons,Priceberg, New vehicle without NCB,NOT KNOWN,"Teacher, early years/pre",New Thomasside,Wells LLC,67676847,James Bell,,Dustinburgh,481185, NET OF SALVAGE,10/31/2018 16:05,Accepted
9,2,7,11,38,"Johnson, Reyes and Garcia",Paulfurt, Our own renewals,NOT KNOWN,Consulting civil engineer,Holmesstad,"Phillips, Romero and Baker",14610354,Julie Barnes,CASHLESS,East Andre,438340, NET OF SALVAGE,11/27/2018 3:04, Rejected
8,1,1,18,25,"Holder, Mcintyre and Lynn",Andreaborough, NCB Transfer,NOT KNOWN,Educational psychologist,Morganton,Rios-Smith,1324488,Amy Hutchinson,CASHLESS,Elizabethfurt,700243,PARTIAL LOSS,10/22/2018 12:31, Rejected
9,1,5,2,28,Luna LLC,South Davidberg,MTHF Renewal,NOT KNOWN,Careers information officer,Michaelport,Ellis and Sons,1460318,Karen Russo,CASHLESS,Lindseybury,296248, OWNER DRIVER:DEATH,1/19/2019 19:32,Accepted
0,6,1,84,3,"Fritz, Howell and Waters",Caldwellstad, NCB Transfer,NOT KNOWN,Broadcast engineer,Chrisberg,Davis-Stark,25874675,Patrick Ayala,CASHLESS,Anneton,317351, OWNER DRIVER:DEATH,12/15/2018 19:52, Rejected
6,11,4,89,7,Robertson-Henderson,South Paulmouth,MTHF Renewal,NOT KNOWN,Probation officer,South Ann,"Moss, Moore and Rodriguez",26820895,Kevin Frazier,,Woodview,113200, OWNER DRIVER:DEATH,2/10/2019 12:33, Rejected
0,1,1,78,68,Walter-Williams,Khanburgh, Our own renewals,NOT KNOWN,Human resources officer,Holtport,"Hamilton, Day and Greene",60475736,Jane Lee,CASHLESS,Pughmouth,2117076, OWNER DRIVER:DEATH,2/1/2019 19:16, Rejected
7,1,2,95,23,"Bolton, Bradley and Campbell",Greenview, Our own renewals,NOT KNOWN,"Clinical scientist, histocompatibility and immunogenetics",South Michealfort,Roman LLC,78149978,Corey Foster,CASHLESS,Alexanderfurt,2117076, OWNER DRIVER:BODY INJURY,12/18/2018 21:32, Rejected
5,1,1,35,70,Camacho Group,West Jessica, NCB Transfer,NOT KNOWN,Lobbyist,North Jamesfurt,Parker LLC,94763246,Tammy Gibson,,Lake Jessica,2117076, OWNER DRIVER:DEATH,11/22/2018 14:09, Rejected
6,1,3,1,63,"Jones, Martin and Baker",West Stephanie,MTHF Renewal,NOT KNOWN,Passenger transport manager,Hillside,Shaffer Group,35090366,Katherine Hernandez MD,CASHLESS,South Nathanielside,1813551, OWNER DRIVER:DEATH,12/31/2018 20:38,Accepted
5,5,0,71,9,Raymond-Smith,Bankshaven, Our own renewals,NOT KNOWN,Clinical embryologist,Matthewberg,"Hart, Mueller and Giles",42734109,Tracy Carter,CASHLESS,Margaretville,301368, OWNER DRIVER:DEATH,11/8/2018 13:55,Accepted
9,4,2,7,61,Bush and Sons,Brianville, NCB Transfer,NOT KNOWN,Set designer,East Shannon,"Washington, Cox and Williams",45449307,Nancy King,CASHLESS,South Jeremy,295912, NET OF SALVAGE,2/25/2019 12:49, Rejected
3,4,6,97,78,Johnson-Adkins,Kimmouth, Our own renewals,NOT KNOWN,Maintenance engineer,North Kevinbury,Fox-Reyes,78560753,Juan Torres,CASHLESS,New Justin,480226, OWNER DRIVER:DEATH,10/18/2018 2:28, Rejected
2,1,9,98,78,Li-Williams,Lake Amyberg, Our own renewals,NOT KNOWN,Maintenance engineer,Lucasmouth,Garner-Dixon,10806355,David Bennett,CASHLESS,Lisaland,616018,PARTIAL LOSS,3/6/2019 9:37,Accepted
2,4,4,55,20,"Murphy, Valenzuela and Pham",Lake Patricia, New vehicle without NCB,NOT KNOWN,Community education officer,South Jacobborough,Brown-Page,18699269,Angel Miles,,South Wendyburgh,480000, NET OF SALVAGE,3/5/2019 23:17,Accepted
1,4,4,80,64,"Chan, Palmer and Dawson",Port Kathleen,MTHF Renewal,NOT KNOWN,"Conservator, museum/gallery",North Erica,Brooks-King,59453314,Gene Juarez,CASHLESS,South Dennis,289699,PARTIAL LOSS,11/23/2018 2:33,Accepted
8,1,5,0,82,Henry Ltd,Rachelshire, NCB Transfer,NOT KNOWN,Chief Strategy Officer,East Janet,"Diaz, Clark and Ford",85039811,Adam Li,CASHLESS,South Brittneyfurt,560025,PARTIAL LOSS,12/27/2018 9:54,Accepted
2,1,9,29,87,Stanley PLC,West Joyceburgh,MTHF Renewal,NOT KNOWN,Energy manager,Marieport,Murphy-Edwards,19636086,David Allen,CASHLESS,West Chad,952782, OWNER DRIVER:BODY INJURY,11/9/2018 13:57,Accepted
2,1,6,8,57,Villarreal Inc,Smithhaven, Our own renewals,NOT KNOWN,"Scientist, product/process development",Christineville,Johnson-David,43912015,Henry Berger,,Lake Brandon,952782, OWNER DRIVER:DEATH,11/22/2018 10:44, Rejected
2,3,9,7,43,"Conley, Tucker and Jackson",Monicaburgh, NCB Transfer,NOT KNOWN,Social worker,Kennethburgh,Ford Inc,75420877,Victoria Stephens,CASHLESS,Prattburgh,458500, NET OF SALVAGE,11/12/2018 19:35,Accepted
9,4,4,84,64,Henderson-Thomas,Donnaborough, NCB Transfer,NOT KNOWN,"Investment banker, operational",Monicatown,Hughes Inc,45809097,Ashley Alvarez,CASHLESS,Littlestad,435902, OWNER DRIVER:DEATH,10/20/2018 15:04, Rejected
3,5,2,89,92,"Shelton, Rivera and Fields",East Ryan, NCB Transfer,NOT KNOWN,Museum/gallery conservator,Lake Melissa,Rose LLC,81198545,Cory Kelley,CASHLESS,Roberttown,500000,PARTIAL LOSS,12/4/2018 11:18,Accepted
